MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
RL,2008.0,8.0,5,12704,1390.0,0,3,2.0,8,253293
RL,2009.0,9.0,5,12350,864.0,0,3,2.0,8,398800
RL,,9.0,5,11308,836.0,0,3,2.0,10,335000
RL,2008.0,9.0,5,12350,896.0,0,3,2.0,7,404000
RL,2009.0,10.0,5,12220,900.0,0,3,2.0,9,402861
RL,2008.0,10.0,5,13478,842.0,0,3,,10,451950
RL,2007.0,10.0,5,13693,762.0,0,2,2.0,8,610000
RL,2008.0,9.0,5,13891,1020.0,0,4,,12,582933
RL,,9.0,5,11578,834.0,0,3,2.0,7,360000
RL,2004.0,8.0,5,16870,932.0,0,3,2.0,7,296000
RL,2007.0,8.0,5,23303,640.0,0,5,,10,409900
RL,2006.0,8.0,5,11146,908.0,0,3,2.0,7,255500
RL,2008.0,9.0,5,10367,927.0,0,3,2.0,8,335000
RL,2004.0,8.0,5,9591,856.0,0,3,,7,274900
RL,,9.0,5,10872,700.0,0,2,2.0,6,300000
RL,2008.0,9.0,5,13514,850.0,0,3,2.0,7,324000
RL,2004.0,9.0,5,8834,738.0,0,4,2.0,10,350000
RL,2004.0,8.0,5,11362,862.0,0,3,2.0,7,280000
RL,2003.0,8.0,5,10655,880.0,0,3,,7,284000
RL,2003.0,,5,12878,583.0,0,3,2.0,8,269500
RL,2009.0,7.0,5,9541,644.0,0,3,2.0,7,233170
RL,2003.0,10.0,5,13472,968.0,0,3,2.0,8,386250
RL,2003.0,9.0,5,15274,886.0,0,3,2.0,10,445000
RL,2003.0,8.0,5,13262,730.0,0,4,3.0,10,290000
RL,2006.0,8.0,5,9658,871.0,0,3,2.0,6,255900
RL,2005.0,6.0,5,6904,484.0,0,2,2.0,6,213000
RL,2005.0,6.0,5,5381,624.0,0,1,,5,196000
RL,2005.0,6.0,5,5122,624.0,0,1,,5,184500
RL,,7.0,5,10307,484.0,0,2,2.0,6,212500
RL,,7.0,5,5001,626.0,0,2,2.0,6,230000
RL,2004.0,10.0,5,14836,949.0,0,2,,8,552000
RL,2003.0,8.0,5,15262,685.0,0,3,2.0,8,382500
RL,2008.0,9.0,5,7390,649.0,0,2,2.0,6,320000
RL,2008.0,9.0,5,6472,539.0,0,2,,6,248500
RL,,8.0,5,16770,701.0,0,3,2.0,8,286500
RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,254000
RL,2003.0,7.0,5,3480,478.0,0,2,2.0,6,173000
RL,2003.0,7.0,5,2268,474.0,0,2,,6,173000
RL,2005.0,7.0,5,10928,390.0,0,3,2.0,8,184000
RL,2005.0,6.0,5,8918,392.0,0,3,2.0,7,167800
RL,2005.0,6.0,5,12589,390.0,0,3,2.0,8,174000
RL,2005.0,6.0,5,11911,400.0,0,3,2.0,6,174000
RL,2007.0,7.0,5,3684,660.0,0,2,2.0,7,174000
RL,2007.0,7.0,5,3635,660.0,0,1,2.0,7,175900
RL,2005.0,7.0,5,3182,430.0,0,2,2.0,7,192500
RL,2005.0,7.0,5,3182,457.0,0,1,2.0,7,181000
RL,,7.0,5,3182,397.0,0,2,2.0,5,180000
RL,2005.0,7.0,5,3182,397.0,0,2,,5,160200
RL,2004.0,7.0,5,7795,432.0,0,3,2.0,6,188500
RL,,6.0,5,8068,390.0,0,4,2.0,8,200000
RL,2004.0,7.0,5,9434,400.0,0,3,2.0,6,170000
RL,2004.0,7.0,5,7984,436.0,0,3,2.0,7,189500
RL,2002.0,8.0,5,7750,527.0,0,3,2.0,7,184100
RL,2004.0,7.0,5,10125,434.0,0,3,2.0,7,195500
RL,2003.0,7.0,5,8965,400.0,0,3,,8,192000
RL,2003.0,7.0,5,8174,393.0,0,3,,7,178000
RL,2007.0,7.0,5,5063,626.0,0,2,2.0,6,207500
RL,2000.0,7.0,5,8795,554.0,0,4,2.0,8,236000
RL,2002.0,8.0,5,12891,644.0,0,4,2.0,8,257500
RL,2000.0,6.0,5,12224,390.0,0,3,,7,244000
RL,2004.0,,5,9734,400.0,0,3,2.0,7,167000
RL,2000.0,6.0,5,8123,463.0,0,3,2.0,7,179000
RL,2000.0,6.0,5,8433,394.0,0,3,,7,190000
RL,1999.0,7.0,5,7750,400.0,0,3,2.0,7,156000
RL,1999.0,7.0,5,15896,658.0,0,4,2.0,8,245000
RL,1999.0,6.0,5,24682,502.0,0,3,2.0,7,181000
RL,1999.0,7.0,5,8755,390.0,0,3,,8,214000
RL,,7.0,6,7848,410.0,0,3,2.0,7,168000
RL,1999.0,8.0,5,9430,856.0,0,3,2.0,8,337000
RL,1995.0,8.0,5,15138,810.0,0,4,2.0,9,403000
RL,2000.0,8.0,5,12720,810.0,0,4,,10,327000
RL,1998.0,8.0,5,16545,1069.0,0,3,2.0,7,340000
RL,1998.0,,5,12203,676.0,0,4,2.0,8,336000
RL,,7.0,5,10208,889.0,0,3,2.0,7,265000
RL,1994.0,8.0,5,10750,815.0,0,3,2.0,7,315000
RL,1993.0,7.0,5,9900,656.0,0,4,2.0,9,260000
RL,1995.0,7.0,5,9085,647.0,0,3,2.0,7,260000
RL,1993.0,8.0,5,11692,623.0,0,3,,8,263550
RL,1994.0,,7,46589,711.0,0,4,2.0,8,402000
RL,1994.0,7.0,6,29959,467.0,0,3,2.0,7,248000
RL,2008.0,8.0,5,9612,898.0,0,3,2.0,6,244600
RL,2008.0,8.0,5,11194,972.0,0,3,2.0,7,275000
RL,2008.0,8.0,5,10206,726.0,0,3,,7,257500
RL,2008.0,8.0,5,9262,840.0,0,3,2.0,7,287090
RL,2007.0,8.0,5,10130,844.0,0,3,2.0,7,275500
RL,2006.0,8.0,5,9139,492.0,0,3,2.0,7,245000
RL,2005.0,7.0,5,9675,689.0,0,3,2.0,8,253000
RL,2005.0,9.0,5,11128,795.0,0,2,2.0,9,468000
FV,2009.0,7.0,5,8640,644.0,0,3,2.0,7,252678
FV,2008.0,8.0,5,9000,676.0,0,3,2.0,6,210000
FV,2009.0,6.0,5,7862,676.0,0,2,,4,208300
FV,2008.0,7.0,5,7993,529.0,0,3,2.0,6,225000
FV,2009.0,8.0,5,8640,552.0,0,3,2.0,6,229456
FV,2008.0,7.0,5,8640,625.0,0,3,2.0,7,229800
FV,2007.0,9.0,5,12606,984.0,0,3,,7,250000
FV,2009.0,9.0,5,9187,478.0,0,2,,7,370878
FV,2006.0,8.0,5,7500,692.0,0,2,2.0,6,238500
FV,,10.0,5,11003,812.0,0,3,2.0,10,310000
FV,2006.0,8.0,5,10603,782.0,0,3,,8,270000
FV,2005.0,8.0,5,10574,1043.0,0,3,2.0,9,252000
FV,2006.0,,5,8125,438.0,0,2,,7,241000
FV,2008.0,8.0,5,8125,517.0,0,3,2.0,8,264500
FV,2006.0,,5,10625,711.0,0,3,2.0,8,291000
FV,2003.0,7.0,5,9375,615.0,0,4,2.0,8,263000
FV,,7.0,5,7500,400.0,0,2,2.0,6,185000
FV,2003.0,7.0,5,8736,588.0,0,3,,6,234500
FV,,7.0,5,8127,628.0,0,3,2.0,6,209000
RL,2007.0,7.0,6,9605,576.0,0,3,1.0,6,159000
RL,2006.0,7.0,5,7500,484.0,0,3,1.0,6,152000
RL,,6.0,5,7500,0.0,0,3,,5,143500
RL,2004.0,7.0,5,10628,478.0,0,3,,8,193000
RL,,8.0,5,10141,845.0,0,3,2.0,6,203000
RL,2003.0,7.0,5,10083,555.0,0,2,2.0,5,184900
RL,,7.0,5,13072,576.0,0,3,1.0,6,159000
RL,2004.0,5.0,5,13072,0.0,0,3,1.0,6,142000
RL,2003.0,5.0,5,12450,576.0,0,3,2.0,6,153000
RL,2008.0,7.0,5,7328,788.0,0,2,2.0,6,224243
RL,,7.0,5,11492,559.0,0,4,2.0,8,220000
RL,2005.0,8.0,5,10994,620.0,0,2,2.0,7,257000
RL,2001.0,,5,8529,527.0,0,3,2.0,6,189000
RL,1992.0,6.0,6,7703,528.0,0,3,2.0,6,171500
RL,1980.0,,6,10762,288.0,0,3,1.0,6,120000
RL,1990.0,,5,7175,542.0,0,2,2.0,5,145000
RL,,7.0,5,9109,495.0,0,3,2.0,6,184000
RL,1986.0,6.0,7,10274,465.0,0,3,2.0,6,162000
RL,1981.0,6.0,7,8250,612.0,0,4,2.0,8,160000
RH,1950.0,,4,8400,294.0,0,2,1.0,4,82000
RH,1928.0,6.0,3,9000,360.0,0,2,1.0,5,76000
RL,1962.0,5.0,5,9750,400.0,0,3,1.0,5,110000
RL,1977.0,5.0,6,7064,484.0,0,3,1.0,6,135000
RL,1961.0,5.0,6,8499,732.0,0,3,1.0,5,141000
RL,1961.0,5.0,5,9079,440.0,0,2,,5,122000
RL,1965.0,5.0,5,9316,288.0,0,3,,5,124100
RL,1963.0,5.0,8,7791,300.0,0,3,1.0,6,129000
RL,1961.0,5.0,6,10000,264.0,0,3,1.0,6,131400
RL,1965.0,5.0,5,8281,360.0,0,3,1.0,5,62383
RL,,5.0,6,7150,252.0,0,3,1.0,6,123000
RL,1980.0,8.0,8,15676,864.0,0,2,2.0,6,275000
RL,,7.0,8,11949,524.0,0,3,,7,235000
FV,2004.0,7.0,5,2880,704.0,0,3,2.0,9,280750
FV,,6.0,5,3951,528.0,0,2,2.0,4,164500
FV,2009.0,6.0,5,3000,528.0,0,2,2.0,4,173733
FV,2008.0,6.0,5,3830,561.0,0,2,2.0,6,222000
FV,2008.0,6.0,5,4217,641.0,0,1,1.0,5,195000
FV,1999.0,6.0,5,3230,440.0,0,3,,6,172500
FV,2000.0,6.0,5,2998,440.0,0,2,2.0,4,180000
FV,,7.0,5,3768,506.0,0,3,,6,156000
FV,,8.0,5,2645,480.0,0,3,2.0,7,172500
RL,1977.0,8.0,9,14694,642.0,0,2,,5,318750
RL,1981.0,8.0,5,3782,484.0,0,1,1.0,4,211500
RL,,7.0,5,15417,540.0,0,2,1.0,7,241600
RL,1976.0,8.0,5,9600,527.0,0,4,2.0,5,180500
RL,1976.0,4.0,4,9991,490.0,0,3,2.0,8,150000
RL,,6.0,6,11700,441.0,0,4,1.0,8,154000
RL,1970.0,6.0,6,11717,615.0,0,2,2.0,6,185000
RL,1968.0,,7,9156,462.0,0,3,2.0,7,185750
RL,1973.0,7.0,6,10382,484.0,0,3,,7,200000
RL,1974.0,7.0,6,12732,784.0,0,3,2.0,7,206000
RL,1972.0,6.0,6,12936,497.0,0,3,,6,162000
RL,1967.0,6.0,7,10400,515.0,0,5,,8,256900
RL,1967.0,6.0,5,17871,480.0,0,3,1.0,7,197900
RL,1969.0,5.0,5,9600,502.0,0,3,2.0,6,163000
RL,1969.0,6.0,5,9000,336.0,0,3,,5,113000
RL,1977.0,7.0,7,13774,520.0,0,4,1.0,8,230000
RL,1977.0,6.0,5,9650,630.0,0,2,2.0,6,167900
RL,,7.0,5,10140,583.0,0,3,,7,213250
RL,2001.0,8.0,6,8400,528.0,0,3,,6,227000
RL,,5.0,6,7130,312.0,0,2,1.0,5,130000
RL,1967.0,5.0,5,9600,440.0,0,3,1.0,7,143000
RL,1965.0,5.0,6,9100,429.0,0,2,1.0,5,117500
RL,,7.0,5,9600,498.0,0,4,2.0,8,168500
RL,1971.0,6.0,5,16500,495.0,0,3,,5,172500
RL,1967.0,6.0,5,9790,457.0,0,3,2.0,7,161500
RL,1960.0,,7,7436,396.0,0,2,1.0,5,141500
RL,1959.0,5.0,7,8125,308.0,0,3,1.0,5,118000
RL,1959.0,6.0,6,9100,300.0,0,2,1.0,5,127500
RL,1957.0,4.0,5,9450,768.0,0,3,,6,140000
RL,1956.0,5.0,6,13495,576.0,0,3,2.0,7,177625
RL,1958.0,5.0,5,11475,888.0,0,4,2.0,9,110000
RL,,6.0,6,10004,472.0,0,3,1.0,6,167000
RL,1961.0,5.0,6,9350,610.0,0,3,1.0,6,153000
RL,1964.0,5.0,5,10500,520.0,0,3,1.0,6,145100
RL,1966.0,5.0,6,11000,480.0,0,3,1.0,6,154000
RL,,5.0,6,8970,549.0,0,4,2.0,7,177500
RL,1964.0,6.0,6,12095,645.0,0,3,1.0,7,158000
RL,1959.0,5.0,6,9600,270.0,0,3,,6,124500
RL,,6.0,6,11475,368.0,0,4,,7,174500
RL,1955.0,5.0,5,9768,330.0,0,2,1.0,5,122000
RL,1940.0,4.0,7,5330,0.0,0,2,1.0,5,82500
RL,1950.0,5.0,4,7015,352.0,0,3,1.0,5,110000
RL,1953.0,6.0,4,12160,505.0,0,2,1.0,6,149500
RL,1967.0,6.0,5,9900,550.0,0,2,1.0,5,175000
RL,1953.0,6.0,5,9600,418.0,0,3,1.0,7,167000
RL,1956.0,5.0,6,9600,338.0,0,2,1.0,5,128900
RL,1950.0,6.0,8,9600,271.0,0,3,,6,140000
RL,1950.0,5.0,7,9600,264.0,0,3,,5,147000
RL,,5.0,5,8944,792.0,0,4,,8,124000
RL,1961.0,6.0,6,10573,530.0,0,3,,6,187500
RL,,6.0,5,9500,514.0,0,3,,6,159000
RL,1966.0,6.0,8,14695,542.0,0,2,2.0,5,256000
RL,1965.0,7.0,6,13600,486.0,0,3,2.0,7,205000
RL,1968.0,6.0,6,13000,509.0,0,4,2.0,8,193500
RL,1968.0,6.0,3,13560,576.0,0,2,1.0,5,110000
RL,,,4,12513,368.0,0,4,,7,104900
RL,,5.0,7,8760,286.0,0,3,,6,150000
RL,,6.0,3,8400,442.0,0,3,,6,156500
RL,1960.0,7.0,6,12285,441.0,0,3,,5,176000
RL,1959.0,6.0,8,9240,297.0,0,3,2.0,6,149500
RL,1958.0,6.0,6,9600,338.0,0,3,2.0,6,139000
RL,1958.0,6.0,7,12400,297.0,0,3,1.0,6,155000
RL,,5.0,5,8750,304.0,0,3,1.0,6,120000
RL,1955.0,5.0,5,8750,350.0,0,3,1.0,6,153000
RL,1956.0,4.0,5,10400,294.0,0,3,1.0,6,144000
RL,1962.0,6.0,5,19296,884.0,0,3,1.0,6,176000
RL,1954.0,5.0,6,8532,498.0,0,3,1.0,5,153000
RL,1958.0,5.0,4,9482,495.0,0,4,2.0,8,135000
RL,,6.0,7,8128,297.0,0,3,1.0,6,131000
RL,1953.0,5.0,6,10634,270.0,0,3,1.0,5,123000
RL,,5.0,5,13070,480.0,0,2,1.0,5,126000
RL,1955.0,4.0,5,10434,672.0,0,2,1.0,5,115000
RL,,5.0,7,14559,288.0,0,2,1.0,6,164900
RL,1945.0,5.0,6,8480,240.0,0,2,1.0,4,113000
RL,1952.0,5.0,8,7626,230.0,0,2,1.0,5,145500
RL,1953.0,5.0,5,9533,616.0,0,2,1.0,7,102900
RL,1900.0,3.0,5,10615,420.0,0,3,2.0,7,95000
RL,1948.0,7.0,7,11419,410.0,0,3,1.0,6,152500
RL,1950.0,5.0,6,9600,246.0,0,3,1.0,6,129900
RL,1948.0,6.0,6,8000,240.0,0,2,,5,132000
RL,1958.0,3.0,5,5470,366.0,0,2,,4,99900
RL,1916.0,5.0,7,10410,180.0,0,3,2.0,8,135000
RL,1939.0,,7,10800,720.0,0,4,,7,149000
RL,1900.0,4.0,8,8146,281.0,0,2,,6,114000
RL,1924.0,5.0,8,9022,240.0,0,2,,5,109500
RL,1925.0,5.0,7,10230,264.0,0,3,1.0,6,125000
RL,1915.0,4.0,5,10410,528.0,0,3,2.0,8,142900
RL,1910.0,7.0,9,7200,624.0,0,4,2.0,5,156500
RL,1940.0,2.0,5,5400,0.0,0,2,1.0,4,59000
RL,1920.0,4.0,6,5400,338.0,0,2,1.0,6,105000
RL,,5.0,7,10800,576.0,0,2,1.0,4,106000
RL,1890.0,3.0,5,10800,320.0,0,1,1.0,4,78500
RL,,6.0,5,9671,907.0,0,6,2.0,12,190000
RL,1963.0,6.0,7,10143,364.0,0,3,1.0,6,154000
RL,1967.0,6.0,4,11500,480.0,0,3,1.0,6,163000
RL,1969.0,5.0,5,11643,968.0,0,6,,12,200000
RL,,6.0,9,8010,480.0,0,2,,6,143500
RL,1957.0,6.0,6,10454,308.0,0,3,1.0,5,135000
RL,1957.0,5.0,7,8712,756.0,0,2,1.0,5,153000
RL,1960.0,6.0,5,17600,498.0,0,3,2.0,6,157500
RL,1958.0,6.0,6,9000,384.0,0,2,1.0,5,113500
RL,1949.0,5.0,7,12144,288.0,0,3,1.0,6,133000
RL,1950.0,,4,8544,400.0,0,2,2.0,6,92900
RL,1950.0,6.0,5,8064,900.0,0,3,1.0,5,128500
RL,1949.0,,5,7200,420.0,0,2,2.0,6,90000
RL,1950.0,5.0,4,7200,240.0,0,3,1.0,7,138000
RL,1958.0,5.0,6,7350,294.0,0,3,,6,128000
RL,1958.0,5.0,6,7560,294.0,0,3,1.0,6,139000
RL,1952.0,5.0,7,7200,240.0,0,2,1.0,4,118900
RL,1959.0,5.0,5,8000,288.0,0,3,,6,138000
RL,,5.0,5,7931,672.0,0,3,1.0,6,132500
RL,1949.0,4.0,7,10800,384.0,0,4,2.0,6,133500
RL,1948.0,6.0,7,8064,576.0,0,3,,6,135000
RL,1964.0,6.0,5,7570,483.0,0,4,1.0,8,144750
RL,1978.0,5.0,7,8604,564.0,0,2,,4,145000
RL,1963.0,6.0,6,7936,264.0,0,3,1.0,6,127000
RL,1962.0,,5,6600,308.0,0,2,1.0,5,109500
RM,1926.0,6.0,8,3950,210.0,0,3,,5,115000
RM,1910.0,5.0,6,10440,440.0,0,2,1.0,5,110000
RM,1935.0,6.0,8,4080,162.0,0,3,1.0,6,128900
RM,1910.0,6.0,5,10307,324.0,0,4,2.0,12,103500
RM,,,6,5720,200.0,0,3,,5,66500
RM,1910.0,5.0,8,15660,472.0,0,3,1.0,6,130000
RM,1910.0,5.0,8,9900,0.0,0,3,2.0,7,129000
RM,1939.0,5.0,6,6406,400.0,0,3,1.0,7,150000
RM,1892.0,5.0,4,6600,432.0,0,4,2.0,11,107500
RM,1920.0,,6,7627,0.0,0,4,2.0,8,94550
RM,1952.0,5.0,5,7596,400.0,0,4,2.0,10,124500
RM,1946.0,7.0,8,3378,240.0,0,3,1.0,6,135000
RM,1910.0,5.0,5,10134,0.0,0,3,,6,103000
RM,1953.0,4.0,4,6000,576.0,0,2,1.0,4,93000
RM,1950.0,5.0,7,6000,308.0,0,3,1.0,6,129500
RM,1954.0,5.0,4,6000,256.0,0,3,2.0,7,93000
RM,1920.0,,6,7404,288.0,0,2,,5,80000
RM,,2.0,4,5925,308.0,0,1,1.0,4,45000
RM,1910.0,3.0,6,5925,0.0,0,2,1.0,6,37900
RM,,5.0,8,5784,273.0,0,2,1.0,4,91300
RM,1923.0,5.0,8,8520,287.0,0,2,1.0,5,99500
RM,1920.0,4.0,5,4456,0.0,0,2,2.0,8,113000
RM,1910.0,4.0,4,9600,720.0,0,3,2.0,7,87500
RM,1947.0,5.0,7,3500,240.0,0,2,1.0,5,110000
RM,1898.0,5.0,5,8100,360.0,0,2,,11,106000
RM,1880.0,7.0,7,11700,864.0,0,4,1.0,8,265979
RM,1900.0,6.0,7,8400,357.0,0,3,2.0,8,160000
RM,1917.0,6.0,7,3600,280.0,0,3,1.0,5,119000
RM,,8.0,9,17671,424.0,0,4,1.0,8,168000
C (all),,4.0,3,3300,0.0,0,2,,5,58500
RM,1920.0,7.0,9,9000,324.0,0,3,1.0,7,143000
RM,1910.0,,4,7200,280.0,0,2,1.0,4,85000
RM,1890.0,5.0,6,8820,456.0,0,2,1.0,7,124900
RM,,6.0,6,5400,207.0,0,3,1.0,6,119000
RM,1910.0,6.0,7,9720,640.0,0,4,1.0,8,146500
C (all),,4.0,5,7879,0.0,0,2,,4,34900
C (all),1900.0,,3,9392,0.0,0,2,1.0,5,44000
RL,1923.0,5.0,6,21384,528.0,0,3,1.0,6,223500
RL,1923.0,6.0,6,6615,216.0,0,3,1.0,6,149000
RL,,7.0,7,7264,672.0,0,3,2.0,5,205000
RL,1930.0,5.0,7,4960,336.0,0,3,2.0,7,137000
RL,1916.0,6.0,6,8854,192.0,0,2,1.0,4,121000
RM,1936.0,4.0,6,6000,240.0,0,3,1.0,6,128000
RM,1937.0,6.0,9,6000,624.0,0,2,1.0,4,134900
RM,1925.0,5.0,8,6000,216.0,0,3,1.0,5,117000
RM,1939.0,6.0,6,6000,280.0,0,4,1.0,6,132500
RM,1924.0,,5,6000,320.0,0,3,,6,93000
RM,1926.0,6.0,7,6000,180.0,0,2,1.0,4,119000
RM,1924.0,,5,6911,440.0,0,2,1.0,5,100000
RM,1936.0,5.0,6,6120,576.0,0,3,,5,141500
RM,1935.0,,7,6120,240.0,0,3,1.0,6,133000
RM,1936.0,2.0,3,6120,0.0,0,1,1.0,4,60000
RM,1931.0,5.0,7,6120,180.0,0,2,,5,105000
RM,1925.0,5.0,6,6120,264.0,0,2,1.0,5,115000
RM,,5.0,6,6120,250.0,0,3,2.0,6,150000
RM,1925.0,,5,8635,1184.0,0,2,1.0,5,126500
RL,1916.0,6.0,6,11888,441.0,0,5,,10,214500
RL,,7.0,8,11414,532.0,0,3,,8,167500
RM,,6.0,6,8094,576.0,0,3,,8,155000
RM,1915.0,7.0,8,2500,164.0,0,4,,7,155000
RM,1915.0,7.0,8,9928,216.0,0,3,2.0,8,179900
RM,,6.0,6,5520,0.0,0,5,1.0,8,104000
RM,1922.0,,1,3000,0.0,0,4,2.0,11,62500
RM,1927.0,6.0,5,6876,316.0,0,4,2.0,8,149000
RM,1925.0,4.0,5,6240,539.0,0,2,,5,103000
RM,1915.0,6.0,7,5775,379.0,0,3,1.0,7,123000
RM,1902.0,7.0,5,5852,0.0,0,6,2.0,9,97500
RM,1927.0,6.0,6,5160,384.0,0,3,,4,135000
RM,1923.0,4.0,6,5160,0.0,0,1,1.0,5,70000
RM,1915.0,6.0,7,10320,308.0,0,3,1.0,7,116000
RL,1946.0,4.0,9,4280,220.0,0,2,1.0,4,88750
RL,1987.0,5.0,5,10800,0.0,0,3,3.0,5,179000
RL,1987.0,5.0,5,10800,0.0,0,3,3.0,5,179000
RL,,5.0,5,10547,252.0,0,2,2.0,6,159900
RL,,1.0,1,10020,0.0,0,1,0.0,4,61000
RH,1925.0,6.0,6,6629,300.0,0,3,2.0,6,103600
RL,1934.0,5.0,3,9780,226.0,0,4,,6,63000
RL,,5.0,6,12886,480.0,0,3,,6,175000
RL,1963.0,5.0,6,8816,480.0,0,3,,5,139000
RL,,6.0,5,11184,440.0,0,3,2.0,7,172500
RL,1967.0,5.0,6,11625,668.0,0,3,,6,113500
RL,1967.0,5.0,7,7800,288.0,0,3,1.0,5,130000
RL,1978.0,6.0,5,8014,504.0,0,3,1.0,5,149900
RL,1982.0,5.0,5,7252,576.0,0,2,1.0,5,134900
RL,1982.0,5.0,6,8740,528.0,0,2,1.0,4,137000
RL,1962.0,5.0,5,11616,288.0,0,3,,6,139000
RL,1961.0,5.0,5,15400,384.0,0,4,2.0,8,165000
RL,1960.0,6.0,5,15312,480.0,0,3,,6,148000
RL,1956.0,5.0,5,15584,336.0,0,4,1.0,9,165000
RL,1947.0,2.0,2,9000,0.0,0,2,1.0,5,63900
RL,1957.0,4.0,5,11250,304.0,0,5,1.0,8,161500
RL,1968.0,5.0,8,25095,452.0,0,1,1.0,5,143000
RL,1956.0,4.0,6,17140,284.0,0,3,,6,135000
RL,1940.0,,5,12342,539.0,0,1,1.0,4,82500
RL,,,5,10708,303.0,0,2,1.0,7,190000
RL,,,5,13680,452.0,0,4,2.0,8,139600
RL,1954.0,4.0,5,15635,498.0,0,2,1.0,6,122000
RL,1956.0,6.0,5,9855,480.0,0,3,1.0,7,127500
RL,1956.0,5.0,5,9571,340.0,0,2,1.0,5,121500
RL,,5.0,3,9571,350.0,0,3,1.0,5,60000
RL,1946.0,6.0,7,9350,240.0,0,3,1.0,6,154400
RL,1941.0,4.0,6,9340,234.0,0,2,1.0,4,113000
RL,1954.0,5.0,6,7440,252.0,0,3,,5,125000
RL,1957.0,4.0,3,11500,290.0,0,3,1.0,5,84000
RL,,5.0,5,4235,266.0,0,2,2.0,5,139500
RL,1949.0,5.0,4,11409,281.0,0,3,1.0,8,131000
RL,1939.0,6.0,5,9060,280.0,0,2,1.0,6,105000
RL,1940.0,,5,9084,296.0,0,4,1.0,7,108000
RL,1990.0,7.0,6,10778,462.0,0,1,,4,162000
RL,1983.0,6.0,5,19255,576.0,0,2,,5,156500
RL,1983.0,8.0,8,12327,612.0,0,1,,5,316600
RL,1990.0,7.0,7,14684,701.0,0,3,2.0,7,271900
RL,1993.0,7.0,5,9317,425.0,0,3,2.0,7,213000
RL,,7.0,5,10560,473.0,0,3,,8,239900
RL,1995.0,8.0,5,9828,466.0,0,3,2.0,8,239500
RL,1880.0,5.0,7,26400,576.0,0,4,,7,131000
RL,1979.0,5.0,5,7018,410.0,0,4,2.0,8,118964
RL,1979.0,5.0,5,7018,528.0,0,2,,6,153337
RL,,5.0,5,7018,720.0,0,6,,8,147983
RL,,5.0,5,7018,400.0,0,4,2.0,8,118858
RL,1979.0,5.0,5,7018,400.0,0,4,2.0,8,118858
RL,1979.0,5.0,5,7018,528.0,0,6,2.0,12,142953
RL,1979.0,5.0,5,7040,672.0,0,2,,6,148325
RL,1979.0,5.0,5,7007,400.0,0,4,,8,113722
RL,2000.0,7.0,5,11855,820.0,0,6,4.0,8,269500
RL,2000.0,7.0,5,7939,820.0,0,6,4.0,8,269500
RL,2000.0,7.0,5,7976,820.0,0,6,4.0,8,269500
RL,2009.0,9.0,5,10933,1138.0,0,1,1.0,8,323262
RL,2007.0,8.0,5,10637,826.0,0,3,,7,297000
RL,2008.0,8.0,5,10226,860.0,0,3,2.0,8,295493
RL,2008.0,9.0,5,10816,846.0,0,3,2.0,8,332000
RL,2008.0,8.0,5,9178,904.0,0,3,,6,239900
RL,2007.0,8.0,5,10769,578.0,0,3,2.0,7,212000
RL,2007.0,8.0,5,11422,524.0,0,3,,7,272500
RL,,9.0,5,11923,702.0,0,2,,7,239000
RL,2006.0,7.0,5,8814,660.0,0,3,2.0,8,220000
RL,2007.0,7.0,5,6762,662.0,0,2,2.0,6,200000
RL,2008.0,8.0,5,10324,810.0,0,2,2.0,5,221800
RL,2007.0,7.0,5,7314,632.0,0,2,2.0,6,194500
RL,2005.0,8.0,5,11645,844.0,0,3,,7,237000
RL,2005.0,6.0,5,11646,440.0,0,3,2.0,7,173000
RL,1989.0,7.0,5,12800,569.0,0,2,2.0,5,275000
RL,1992.0,7.0,5,16698,525.0,0,3,2.0,7,233500
RL,1967.0,5.0,5,28698,538.0,0,3,2.0,7,185000
RL,1996.0,5.0,5,12464,576.0,0,3,1.0,6,152000
RL,1994.0,5.0,7,9757,440.0,0,3,1.0,5,143000
RL,1997.0,6.0,5,15426,470.0,0,3,2.0,7,231500
RL,1996.0,7.0,6,10667,550.0,0,3,,6,212000
RL,1998.0,7.0,5,14753,539.0,0,3,2.0,5,207000
RL,1994.0,5.0,5,10859,672.0,0,3,1.0,6,145000
RL,1994.0,5.0,5,8072,480.0,0,3,,5,138000
RL,1998.0,7.0,5,10400,546.0,0,3,2.0,6,197900
RL,1999.0,7.0,5,10335,577.0,0,3,2.0,6,204000
RL,1999.0,7.0,5,9017,666.0,0,3,2.0,6,192000
RL,1998.0,6.0,5,8750,492.0,0,3,2.0,7,200000
RL,2002.0,7.0,5,8935,493.0,0,3,2.0,7,195000
RL,2002.0,7.0,5,9808,544.0,0,3,,6,227000
RL,2001.0,7.0,5,12420,622.0,0,3,2.0,6,230000
RL,2001.0,7.0,5,16285,605.0,0,3,2.0,6,187100
RL,,7.0,5,10739,577.0,0,3,2.0,6,203000
RL,,7.0,5,11166,608.0,0,3,,6,201000
RL,1978.0,5.0,5,8430,0.0,0,3,2.0,5,124000
RL,1978.0,5.0,5,16269,343.0,0,3,1.0,5,140000
RL,1979.0,5.0,7,6950,444.0,0,2,1.0,5,134900
