Order,MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
393,RL,1974.0,5.0,5,9000,0.0,0,4,2.0,8,136000
394,RL,1970.0,5.0,6,8750,902.0,0,3,1.0,5,148500
395,RL,1969.0,6.0,8,7930,440.0,0,3,1.0,5,156000
396,RL,1970.0,,5,7830,477.0,0,2,1.0,6,128000
397,RL,1971.0,5.0,7,8510,336.0,0,3,1.0,6,143000
398,RL,1970.0,4.0,6,7038,576.0,0,3,1.0,5,76500
399,RL,1970.0,4.0,6,6960,660.0,0,3,,5,120500
400,RL,1970.0,4.0,7,8120,463.0,0,3,1.0,5,124500
401,RL,,,6,10500,576.0,0,2,1.0,4,97000
402,RL,1971.0,4.0,7,9000,576.0,0,3,1.0,5,130000
403,RM,1973.0,6.0,5,1680,264.0,0,2,,5,111000
404,RM,,5.0,6,2368,440.0,0,3,1.0,7,125000
405,RM,1971.0,5.0,5,1680,280.0,0,3,2.0,6,112000
406,RM,,6.0,6,1680,288.0,0,2,1.0,5,97000
407,RM,1972.0,6.0,8,1680,264.0,0,2,1.0,5,118000
408,RM,1972.0,5.0,7,1680,264.0,0,3,2.0,6,119500
409,RL,1976.0,6.0,6,4928,440.0,0,2,2.0,5,143750
410,RL,,6.0,5,2308,440.0,0,3,2.0,7,146000
411,RL,1976.0,6.0,6,2280,440.0,0,3,,7,148500
412,RL,1975.0,7.0,5,2280,440.0,0,2,2.0,4,123000
413,RL,1974.0,6.0,5,2308,440.0,0,3,2.0,6,147000
414,RL,1977.0,6.0,5,2349,440.0,0,3,2.0,6,137900
415,RL,1978.0,6.0,5,2364,440.0,0,3,2.0,7,147000
416,RL,1978.0,6.0,6,2289,440.0,0,3,2.0,7,148500
417,RL,1978.0,6.0,5,2364,440.0,0,3,2.0,6,138000
418,RL,1976.0,7.0,6,2104,345.0,0,2,1.0,5,128500
419,RL,1967.0,5.0,5,7150,288.0,0,3,1.0,5,100000
420,RL,1966.0,5.0,7,10710,656.0,0,3,1.0,5,148800
421,RL,2006.0,10.0,5,12456,786.0,0,3,2.0,7,337500
422,RL,2007.0,9.0,5,14257,754.0,0,4,3.0,10,462000
423,RL,2008.0,9.0,5,13518,820.0,0,4,3.0,11,485000
424,RL,2008.0,10.0,5,15431,672.0,0,2,2.0,10,555000
425,RL,2006.0,9.0,5,13173,840.0,0,2,2.0,6,325000
426,RL,2007.0,8.0,5,14230,890.0,0,3,2.0,7,256300
427,RL,2008.0,8.0,5,12704,1390.0,0,3,2.0,8,253293
428,RL,2009.0,9.0,5,12350,864.0,0,3,2.0,8,398800
429,RL,2008.0,9.0,5,11308,836.0,0,3,2.0,10,335000
430,RL,2008.0,9.0,5,12350,896.0,0,3,2.0,7,404000
431,RL,2009.0,10.0,5,12220,900.0,0,3,2.0,9,402861
432,RL,2008.0,10.0,5,13478,842.0,0,3,2.0,10,451950
433,RL,2007.0,10.0,5,13693,762.0,0,2,2.0,8,610000
434,RL,2008.0,9.0,5,13891,1020.0,0,4,3.0,12,582933
435,RL,2008.0,9.0,5,11578,834.0,0,3,2.0,7,360000
436,RL,2004.0,8.0,5,16870,932.0,0,3,,7,296000
437,RL,2007.0,8.0,5,23303,640.0,0,5,,10,409900
438,RL,2006.0,8.0,5,11146,908.0,0,3,2.0,7,255500
439,RL,2008.0,9.0,5,10367,927.0,0,3,2.0,8,335000
440,RL,2004.0,8.0,5,9591,856.0,0,3,,7,274900
441,RL,,9.0,5,10872,700.0,0,2,2.0,6,300000
442,RL,2008.0,9.0,5,13514,850.0,0,3,2.0,7,324000
443,RL,2004.0,9.0,5,8834,738.0,0,4,2.0,10,350000
444,RL,2004.0,8.0,5,11362,862.0,0,3,,7,280000
445,RL,2003.0,8.0,5,10655,880.0,0,3,2.0,7,284000
446,RL,,7.0,5,12878,583.0,0,3,2.0,8,269500
447,RL,2009.0,7.0,5,9541,644.0,0,3,2.0,7,233170
448,RL,2003.0,10.0,5,13472,968.0,0,3,2.0,8,386250
449,RL,2003.0,9.0,5,15274,886.0,0,3,2.0,10,445000
450,RL,2003.0,8.0,5,13262,730.0,0,4,3.0,10,290000
451,RL,2006.0,8.0,5,9658,871.0,0,3,2.0,6,255900
452,RL,2005.0,6.0,5,6904,484.0,0,2,2.0,6,213000
453,RL,2005.0,6.0,5,5381,624.0,0,1,2.0,5,196000
454,RL,2005.0,6.0,5,5122,624.0,0,1,,5,184500
455,RL,2007.0,7.0,5,10307,484.0,0,2,2.0,6,212500
456,RL,2007.0,7.0,5,5001,626.0,0,2,2.0,6,230000
457,RL,2004.0,10.0,5,14836,949.0,0,2,2.0,8,552000
458,RL,2003.0,8.0,5,15262,685.0,0,3,2.0,8,382500
459,RL,2008.0,9.0,5,7390,649.0,0,2,2.0,6,320000
460,RL,2008.0,9.0,5,6472,539.0,0,2,2.0,6,248500
461,RL,2002.0,8.0,5,16770,701.0,0,3,,8,286500
462,RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,254000
463,RL,2003.0,7.0,5,3480,478.0,0,2,2.0,6,173000
464,RL,2003.0,7.0,5,2268,474.0,0,2,,6,173000
465,RL,2005.0,7.0,5,10928,390.0,0,3,2.0,8,184000
466,RL,2005.0,6.0,5,8918,392.0,0,3,2.0,7,167800
467,RL,2005.0,6.0,5,12589,390.0,0,3,2.0,8,174000
468,RL,2005.0,6.0,5,11911,400.0,0,3,2.0,6,174000
469,RL,2007.0,7.0,5,3684,660.0,0,2,2.0,7,174000
470,RL,2007.0,7.0,5,3635,660.0,0,1,2.0,7,175900
471,RL,2005.0,7.0,5,3182,430.0,0,2,2.0,7,192500
472,RL,2005.0,7.0,5,3182,457.0,0,1,2.0,7,181000
473,RL,2005.0,7.0,5,3182,397.0,0,2,2.0,5,180000
474,RL,2005.0,7.0,5,3182,397.0,0,2,2.0,5,160200
475,RL,2004.0,7.0,5,7795,432.0,0,3,2.0,6,188500
476,RL,2002.0,6.0,5,8068,390.0,0,4,2.0,8,200000
477,RL,2004.0,7.0,5,9434,400.0,0,3,2.0,6,170000
478,RL,2004.0,7.0,5,7984,436.0,0,3,2.0,7,189500
479,RL,2002.0,8.0,5,7750,527.0,0,3,2.0,7,184100
480,RL,2004.0,7.0,5,10125,434.0,0,3,2.0,7,195500
481,RL,2003.0,7.0,5,8965,400.0,0,3,2.0,8,192000
482,RL,2003.0,7.0,5,8174,393.0,0,3,2.0,7,178000
483,RL,2007.0,,5,5063,626.0,0,2,2.0,6,207500
484,RL,2000.0,7.0,5,8795,554.0,0,4,2.0,8,236000
485,RL,2002.0,8.0,5,12891,644.0,0,4,2.0,8,257500
486,RL,2000.0,6.0,5,12224,390.0,0,3,2.0,7,244000
487,RL,2004.0,7.0,5,9734,400.0,0,3,2.0,7,167000
488,RL,2000.0,6.0,5,8123,463.0,0,3,2.0,7,179000
489,RL,2000.0,6.0,5,8433,394.0,0,3,2.0,7,190000
490,RL,1999.0,,5,7750,400.0,0,3,2.0,7,156000
491,RL,1999.0,7.0,5,15896,658.0,0,4,2.0,8,245000
492,RL,1999.0,6.0,5,24682,502.0,0,3,2.0,7,181000
493,RL,1999.0,7.0,5,8755,390.0,0,3,2.0,8,214000
494,RL,1999.0,7.0,6,7848,410.0,0,3,2.0,7,168000
495,RL,1999.0,8.0,5,9430,856.0,0,3,2.0,8,337000
496,RL,1995.0,8.0,5,15138,810.0,0,4,2.0,9,403000
497,RL,2000.0,8.0,5,12720,810.0,0,4,2.0,10,327000
498,RL,1998.0,8.0,5,16545,1069.0,0,3,2.0,7,340000
499,RL,1998.0,8.0,5,12203,676.0,0,4,2.0,8,336000
500,RL,1996.0,7.0,5,10208,889.0,0,3,2.0,7,265000
501,RL,1994.0,8.0,5,10750,815.0,0,3,2.0,7,315000
502,RL,1993.0,7.0,5,9900,656.0,0,4,2.0,9,260000
503,RL,1995.0,7.0,5,9085,647.0,0,3,,7,260000
504,RL,1993.0,8.0,5,11692,623.0,0,3,2.0,8,263550
505,RL,1994.0,8.0,7,46589,711.0,0,4,,8,402000
506,RL,1994.0,7.0,6,29959,467.0,0,3,2.0,7,248000
507,RL,2008.0,8.0,5,9612,898.0,0,3,2.0,6,244600
508,RL,2008.0,8.0,5,11194,972.0,0,3,2.0,7,275000
509,RL,2008.0,8.0,5,10206,726.0,0,3,2.0,7,257500
510,RL,2008.0,8.0,5,9262,840.0,0,3,2.0,7,287090
511,RL,2007.0,8.0,5,10130,844.0,0,3,2.0,7,275500
512,RL,2006.0,8.0,5,9139,492.0,0,3,2.0,7,245000
513,RL,2005.0,7.0,5,9675,689.0,0,3,2.0,8,253000
514,RL,2005.0,9.0,5,11128,795.0,0,2,2.0,9,468000
515,FV,2009.0,7.0,5,8640,644.0,0,3,2.0,7,252678
516,FV,,8.0,5,9000,676.0,0,3,2.0,6,210000
517,FV,2009.0,6.0,5,7862,676.0,0,2,2.0,4,208300
518,FV,2008.0,7.0,5,7993,529.0,0,3,2.0,6,225000
519,FV,2009.0,8.0,5,8640,552.0,0,3,2.0,6,229456
520,FV,2008.0,7.0,5,8640,625.0,0,3,,7,229800
521,FV,2007.0,9.0,5,12606,984.0,0,3,2.0,7,250000
522,FV,2009.0,9.0,5,9187,478.0,0,2,2.0,7,370878
523,FV,2006.0,8.0,5,7500,692.0,0,2,2.0,6,238500
524,FV,2008.0,10.0,5,11003,812.0,0,3,2.0,10,310000
525,FV,2006.0,8.0,5,10603,782.0,0,3,2.0,8,270000
526,FV,2005.0,8.0,5,10574,1043.0,0,3,2.0,9,252000
527,FV,2006.0,7.0,5,8125,438.0,0,2,,7,241000
528,FV,2008.0,8.0,5,8125,517.0,0,3,2.0,8,264500
529,FV,2006.0,7.0,5,10625,711.0,0,3,2.0,8,291000
530,FV,2003.0,7.0,5,9375,615.0,0,4,2.0,8,263000
531,FV,2004.0,7.0,5,7500,400.0,0,2,2.0,6,185000
532,FV,2003.0,,5,8736,588.0,0,3,2.0,6,234500
533,FV,2003.0,7.0,5,8127,628.0,0,3,2.0,6,209000
534,RL,2007.0,7.0,6,9605,576.0,0,3,1.0,6,159000
535,RL,,7.0,5,7500,484.0,0,3,1.0,6,152000
536,RL,2004.0,,5,7500,0.0,0,3,1.0,5,143500
537,RL,2004.0,7.0,5,10628,478.0,0,3,2.0,8,193000
538,RL,2004.0,8.0,5,10141,845.0,0,3,2.0,6,203000
539,RL,2003.0,7.0,5,10083,555.0,0,2,2.0,5,184900
540,RL,2004.0,7.0,5,13072,576.0,0,3,1.0,6,159000
541,RL,2004.0,5.0,5,13072,0.0,0,3,1.0,6,142000
542,RL,2003.0,5.0,5,12450,576.0,0,3,2.0,6,153000
543,RL,2008.0,7.0,5,7328,788.0,0,2,2.0,6,224243
544,RL,1996.0,7.0,5,11492,559.0,0,4,2.0,8,220000
545,RL,2005.0,8.0,5,10994,620.0,0,2,2.0,7,257000
546,RL,2001.0,7.0,5,8529,527.0,0,3,,6,189000
547,RL,1992.0,6.0,6,7703,528.0,0,3,2.0,6,171500
548,RL,1980.0,6.0,6,10762,288.0,0,3,1.0,6,120000
549,RL,1990.0,,5,7175,542.0,0,2,2.0,5,145000
550,RL,1994.0,7.0,5,9109,495.0,0,3,2.0,6,184000
551,RL,1986.0,6.0,7,10274,465.0,0,3,2.0,6,162000
552,RL,1981.0,6.0,7,8250,612.0,0,4,2.0,8,160000
553,RH,1950.0,,4,8400,294.0,0,2,1.0,4,82000
554,RH,1928.0,6.0,3,9000,360.0,0,2,1.0,5,76000
555,RL,1962.0,5.0,5,9750,400.0,0,3,1.0,5,110000
556,RL,1977.0,5.0,6,7064,484.0,0,3,1.0,6,135000
557,RL,1961.0,5.0,6,8499,732.0,0,3,1.0,5,141000
558,RL,1961.0,5.0,5,9079,440.0,0,2,1.0,5,122000
559,RL,1965.0,5.0,5,9316,288.0,0,3,2.0,5,124100
560,RL,1963.0,5.0,8,7791,300.0,0,3,1.0,6,129000
561,RL,,5.0,6,10000,264.0,0,3,1.0,6,131400
562,RL,1965.0,5.0,5,8281,360.0,0,3,1.0,5,62383
563,RL,1962.0,,6,7150,252.0,0,3,1.0,6,123000
564,RL,1980.0,8.0,8,15676,864.0,0,2,2.0,6,275000
565,RL,1991.0,7.0,8,11949,524.0,0,3,2.0,7,235000
566,FV,2004.0,7.0,5,2880,704.0,0,3,2.0,9,280750
567,FV,2009.0,,5,3951,528.0,0,2,2.0,4,164500
568,FV,2009.0,6.0,5,3000,528.0,0,2,2.0,4,173733
569,FV,2008.0,6.0,5,3830,561.0,0,2,2.0,6,222000
570,FV,2008.0,6.0,5,4217,641.0,0,1,1.0,5,195000
571,FV,1999.0,6.0,5,3230,440.0,0,3,2.0,6,172500
572,FV,2000.0,6.0,5,2998,440.0,0,2,2.0,4,180000
573,FV,1999.0,7.0,5,3768,506.0,0,3,2.0,6,156000
574,FV,1999.0,8.0,5,2645,480.0,0,3,2.0,7,172500
575,RL,1977.0,,9,14694,642.0,0,2,2.0,5,318750
576,RL,1981.0,8.0,5,3782,484.0,0,1,1.0,4,211500
577,RL,1981.0,7.0,5,15417,540.0,0,2,1.0,7,241600
578,RL,1976.0,8.0,5,9600,527.0,0,4,,5,180500
579,RL,1976.0,,4,9991,490.0,0,3,2.0,8,150000
580,RL,1968.0,6.0,6,11700,441.0,0,4,1.0,8,154000
581,RL,1970.0,6.0,6,11717,615.0,0,2,2.0,6,185000
582,RL,1968.0,6.0,7,9156,462.0,0,3,2.0,7,185750
583,RL,1973.0,7.0,6,10382,484.0,0,3,,7,200000
584,RL,1974.0,7.0,6,12732,784.0,0,3,2.0,7,206000
585,RL,1972.0,6.0,6,12936,497.0,0,3,1.0,6,162000
586,RL,1967.0,6.0,7,10400,515.0,0,5,2.0,8,256900
587,RL,1967.0,6.0,5,17871,480.0,0,3,,7,197900
588,RL,1969.0,5.0,5,9600,502.0,0,3,2.0,6,163000
589,RL,1969.0,6.0,5,9000,336.0,0,3,1.0,5,113000
590,RL,1977.0,7.0,7,13774,520.0,0,4,1.0,8,230000
591,RL,1977.0,6.0,5,9650,630.0,0,2,2.0,6,167900
592,RL,1998.0,7.0,5,10140,583.0,0,3,2.0,7,213250
593,RL,2001.0,8.0,6,8400,528.0,0,3,2.0,6,227000
594,RL,1967.0,5.0,6,7130,312.0,0,2,1.0,5,130000
595,RL,1967.0,5.0,5,9600,440.0,0,3,1.0,7,143000
596,RL,1965.0,5.0,6,9100,429.0,0,2,1.0,5,117500
597,RL,1974.0,7.0,5,9600,498.0,0,4,,8,168500
598,RL,1971.0,6.0,5,16500,495.0,0,3,2.0,5,172500
599,RL,1967.0,6.0,5,9790,457.0,0,3,2.0,7,161500
600,RL,1960.0,,7,7436,396.0,0,2,1.0,5,141500
601,RL,1959.0,5.0,7,8125,308.0,0,3,1.0,5,118000
602,RL,,6.0,6,9100,300.0,0,2,1.0,5,127500
603,RL,1957.0,4.0,5,9450,768.0,0,3,1.0,6,140000
604,RL,1956.0,5.0,6,13495,576.0,0,3,2.0,7,177625
605,RL,1958.0,,5,11475,888.0,0,4,2.0,9,110000
606,RL,1964.0,6.0,6,10004,472.0,0,3,,6,167000
607,RL,1961.0,5.0,6,9350,610.0,0,3,1.0,6,153000
608,RL,,5.0,5,10500,520.0,0,3,1.0,6,145100
609,RL,1966.0,5.0,6,11000,480.0,0,3,1.0,6,154000
610,RL,1965.0,5.0,6,8970,549.0,0,4,2.0,7,177500
611,RL,1964.0,,6,12095,645.0,0,3,1.0,7,158000
612,RL,1959.0,5.0,6,9600,270.0,0,3,1.0,6,124500
613,RL,1961.0,6.0,6,11475,368.0,0,4,1.0,7,174500
614,RL,1955.0,5.0,5,9768,330.0,0,2,1.0,5,122000
615,RL,1940.0,4.0,7,5330,0.0,0,2,1.0,5,82500
616,RL,1950.0,5.0,4,7015,352.0,0,3,1.0,5,110000
617,RL,1953.0,6.0,4,12160,505.0,0,2,1.0,6,149500
618,RL,1967.0,6.0,5,9900,550.0,0,2,,5,175000
619,RL,1953.0,6.0,5,9600,418.0,0,3,1.0,7,167000
620,RL,,5.0,6,9600,338.0,0,2,1.0,5,128900
621,RL,1950.0,6.0,8,9600,271.0,0,3,1.0,6,140000
622,RL,1950.0,5.0,7,9600,264.0,0,3,1.0,5,147000
623,RL,1967.0,5.0,5,8944,792.0,0,4,2.0,8,124000
624,RL,1961.0,6.0,6,10573,530.0,0,3,2.0,6,187500
625,RL,1963.0,6.0,5,9500,514.0,0,3,1.0,6,159000
626,RL,1966.0,6.0,8,14695,542.0,0,2,2.0,5,256000
627,RL,1965.0,7.0,6,13600,486.0,0,3,2.0,7,205000
628,RL,1968.0,6.0,6,13000,509.0,0,4,2.0,8,193500
629,RL,1968.0,6.0,3,13560,576.0,0,2,1.0,5,110000
630,RL,1920.0,4.0,4,12513,368.0,0,4,2.0,7,104900
631,RL,1956.0,5.0,7,8760,286.0,0,3,1.0,6,150000
632,RL,1957.0,6.0,3,8400,442.0,0,3,1.0,6,156500
633,RL,1960.0,7.0,6,12285,441.0,0,3,1.0,5,176000
634,RL,1959.0,6.0,8,9240,297.0,0,3,2.0,6,149500
635,RL,1958.0,6.0,6,9600,338.0,0,3,2.0,6,139000
636,RL,1958.0,6.0,7,12400,297.0,0,3,1.0,6,155000
637,RL,1956.0,5.0,5,8750,304.0,0,3,1.0,6,120000
638,RL,1955.0,5.0,5,8750,350.0,0,3,1.0,6,153000
639,RL,1956.0,4.0,5,10400,294.0,0,3,1.0,6,144000
640,RL,1962.0,6.0,5,19296,884.0,0,3,1.0,6,176000
641,RL,,5.0,6,8532,498.0,0,3,,5,153000
642,RL,1958.0,5.0,4,9482,495.0,0,4,,8,135000
643,RL,1954.0,6.0,7,8128,297.0,0,3,1.0,6,131000
644,RL,1953.0,5.0,6,10634,270.0,0,3,,5,123000
645,RL,1951.0,5.0,5,13070,480.0,0,2,1.0,5,126000
646,RL,,4.0,5,10434,672.0,0,2,1.0,5,115000
647,RL,1951.0,5.0,7,14559,288.0,0,2,1.0,6,164900
648,RL,1945.0,5.0,6,8480,240.0,0,2,,4,113000
649,RL,1952.0,5.0,8,7626,230.0,0,2,1.0,5,145500
650,RL,1953.0,5.0,5,9533,616.0,0,2,1.0,7,102900
651,RL,1900.0,3.0,5,10615,420.0,0,3,2.0,7,95000
652,RL,1948.0,7.0,7,11419,410.0,0,3,,6,152500
653,RL,1950.0,5.0,6,9600,246.0,0,3,1.0,6,129900
654,RL,1948.0,6.0,6,8000,240.0,0,2,1.0,5,132000
655,RL,1958.0,3.0,5,5470,366.0,0,2,1.0,4,99900
656,RL,1916.0,5.0,7,10410,180.0,0,3,2.0,8,135000
657,RL,,5.0,7,10800,720.0,0,4,2.0,7,149000
658,RL,,4.0,8,8146,281.0,0,2,1.0,6,114000
659,RL,1924.0,5.0,8,9022,240.0,0,2,1.0,5,109500
660,RL,1925.0,5.0,7,10230,264.0,0,3,1.0,6,125000
661,RL,1915.0,,5,10410,528.0,0,3,2.0,8,142900
662,RL,,,9,7200,624.0,0,4,2.0,5,156500
663,RL,1940.0,2.0,5,5400,0.0,0,2,1.0,4,59000
664,RL,,4.0,6,5400,338.0,0,2,1.0,6,105000
665,RL,1920.0,5.0,7,10800,576.0,0,2,1.0,4,106000
666,RL,1890.0,3.0,5,10800,320.0,0,1,1.0,4,78500
667,RL,1969.0,6.0,5,9671,907.0,0,6,2.0,12,190000
668,RL,1963.0,6.0,7,10143,364.0,0,3,1.0,6,154000
669,RL,1967.0,6.0,4,11500,480.0,0,3,1.0,6,163000
670,RL,1969.0,5.0,5,11643,968.0,0,6,2.0,12,200000
671,RL,1958.0,6.0,9,8010,480.0,0,2,1.0,6,143500
672,RL,1957.0,6.0,6,10454,308.0,0,3,,5,135000
673,RL,1957.0,5.0,7,8712,756.0,0,2,1.0,5,153000
674,RL,1960.0,6.0,5,17600,498.0,0,3,2.0,6,157500
675,RL,1958.0,6.0,6,9000,384.0,0,2,1.0,5,113500
676,RL,1949.0,5.0,7,12144,288.0,0,3,1.0,6,133000
677,RL,1950.0,3.0,4,8544,400.0,0,2,,6,92900
678,RL,1950.0,6.0,5,8064,900.0,0,3,1.0,5,128500
679,RL,1949.0,4.0,5,7200,420.0,0,2,2.0,6,90000
680,RL,1950.0,5.0,4,7200,240.0,0,3,1.0,7,138000
681,RL,1958.0,5.0,6,7350,294.0,0,3,1.0,6,128000
682,RL,1958.0,5.0,6,7560,294.0,0,3,1.0,6,139000
683,RL,1952.0,5.0,7,7200,240.0,0,2,1.0,4,118900
684,RL,1959.0,5.0,5,8000,288.0,0,3,1.0,6,138000
685,RL,,5.0,5,7931,672.0,0,3,1.0,6,132500
686,RL,1949.0,4.0,7,10800,384.0,0,4,2.0,6,133500
687,RL,1948.0,6.0,7,8064,576.0,0,3,1.0,6,135000
688,RL,1964.0,6.0,5,7570,483.0,0,4,1.0,8,144750
689,RL,1978.0,5.0,7,8604,564.0,0,2,1.0,4,145000
690,RL,1963.0,6.0,6,7936,264.0,0,3,1.0,6,127000
691,RL,1962.0,5.0,5,6600,308.0,0,2,,5,109500
692,RM,1926.0,6.0,8,3950,210.0,0,3,1.0,5,115000
693,RM,1910.0,5.0,6,10440,440.0,0,2,1.0,5,110000
694,RM,1935.0,6.0,8,4080,162.0,0,3,1.0,6,128900
695,RM,1910.0,6.0,5,10307,324.0,0,4,2.0,12,103500
696,RM,1941.0,5.0,6,5720,200.0,0,3,1.0,5,66500
697,RM,1910.0,5.0,8,15660,472.0,0,3,1.0,6,130000
698,RM,1910.0,5.0,8,9900,0.0,0,3,2.0,7,129000
699,RM,1939.0,5.0,6,6406,400.0,0,3,1.0,7,150000
700,RM,1892.0,,4,6600,432.0,0,4,2.0,11,107500
701,RM,1920.0,,6,7627,0.0,0,4,,8,94550
702,RM,1952.0,5.0,5,7596,400.0,0,4,2.0,10,124500
703,RM,1946.0,7.0,8,3378,240.0,0,3,1.0,6,135000
704,RM,1910.0,5.0,5,10134,0.0,0,3,,6,103000
705,RM,1953.0,4.0,4,6000,576.0,0,2,1.0,4,93000
706,RM,1950.0,5.0,7,6000,308.0,0,3,1.0,6,129500
707,RM,1954.0,5.0,4,6000,256.0,0,3,2.0,7,93000
708,RM,1920.0,4.0,6,7404,288.0,0,2,1.0,5,80000
709,RM,1940.0,2.0,4,5925,308.0,0,1,1.0,4,45000
710,RM,1910.0,3.0,6,5925,0.0,0,2,1.0,6,37900
711,RM,1938.0,5.0,8,5784,273.0,0,2,1.0,4,91300
712,RM,,,8,8520,287.0,0,2,1.0,5,99500
713,RM,1920.0,4.0,5,4456,0.0,0,2,2.0,8,113000
714,RM,1910.0,4.0,4,9600,720.0,0,3,2.0,7,87500
715,RM,1947.0,5.0,7,3500,240.0,0,2,1.0,5,110000
716,RM,1898.0,5.0,5,8100,360.0,0,2,2.0,11,106000
717,RM,1880.0,7.0,7,11700,864.0,0,4,1.0,8,265979
718,RM,,6.0,7,8400,357.0,0,3,2.0,8,160000
719,RM,1917.0,6.0,7,3600,280.0,0,3,1.0,5,119000
720,RM,1882.0,8.0,9,17671,424.0,0,4,,8,168000
721,C (all),1910.0,4.0,3,3300,0.0,0,2,1.0,5,58500
722,RM,1920.0,7.0,9,9000,324.0,0,3,,7,143000
723,RM,1910.0,5.0,4,7200,280.0,0,2,1.0,4,85000
724,RM,1890.0,5.0,6,8820,456.0,0,2,,7,124900
725,RM,1920.0,6.0,6,5400,207.0,0,3,1.0,6,119000
726,RM,1910.0,6.0,7,9720,640.0,0,4,1.0,8,146500
727,C (all),1920.0,,5,7879,0.0,0,2,1.0,4,34900
728,C (all),1900.0,,3,9392,0.0,0,2,,5,44000
729,RL,1923.0,5.0,6,21384,528.0,0,3,1.0,6,223500
730,RL,1923.0,6.0,6,6615,216.0,0,3,1.0,6,149000
731,RL,1925.0,7.0,7,7264,672.0,0,3,,5,205000
732,RL,1930.0,5.0,7,4960,336.0,0,3,2.0,7,137000
733,RL,1916.0,6.0,6,8854,192.0,0,2,1.0,4,121000
734,RM,1936.0,4.0,6,6000,240.0,0,3,1.0,6,128000
735,RM,1937.0,6.0,9,6000,624.0,0,2,,4,134900
736,RM,,5.0,8,6000,216.0,0,3,1.0,5,117000
737,RM,1939.0,6.0,6,6000,280.0,0,4,1.0,6,132500
738,RM,1924.0,,5,6000,320.0,0,3,1.0,6,93000
739,RM,1926.0,6.0,7,6000,180.0,0,2,1.0,4,119000
740,RM,1924.0,5.0,5,6911,440.0,0,2,1.0,5,100000
741,RM,1936.0,5.0,6,6120,576.0,0,3,1.0,5,141500
742,RM,1935.0,4.0,7,6120,240.0,0,3,1.0,6,133000
743,RM,1936.0,2.0,3,6120,0.0,0,1,1.0,4,60000
744,RM,1931.0,5.0,7,6120,180.0,0,2,1.0,5,105000
745,RM,1925.0,5.0,6,6120,264.0,0,2,1.0,5,115000
746,RM,1938.0,5.0,6,6120,250.0,0,3,2.0,6,150000
747,RM,1925.0,5.0,5,8635,1184.0,0,2,1.0,5,126500
748,RL,1916.0,6.0,6,11888,441.0,0,5,2.0,10,214500
749,RL,1910.0,7.0,8,11414,532.0,0,3,1.0,8,167500
750,RM,1915.0,6.0,6,8094,576.0,0,3,2.0,8,155000
751,RM,1915.0,,8,2500,164.0,0,4,1.0,7,155000
752,RM,1915.0,7.0,8,9928,216.0,0,3,2.0,8,179900
753,RM,1912.0,6.0,6,5520,0.0,0,5,1.0,8,104000
754,RM,1922.0,5.0,1,3000,0.0,0,4,2.0,11,62500
755,RM,1927.0,6.0,5,6876,316.0,0,4,2.0,8,149000
756,RM,,,5,6240,539.0,0,2,1.0,5,103000
757,RM,1915.0,6.0,7,5775,379.0,0,3,1.0,7,123000
758,RM,1902.0,7.0,5,5852,0.0,0,6,2.0,9,97500
759,RM,1927.0,6.0,6,5160,384.0,0,3,1.0,4,135000
760,RM,1923.0,4.0,6,5160,0.0,0,1,,5,70000
761,RM,1915.0,6.0,7,10320,308.0,0,3,1.0,7,116000
762,RL,1946.0,4.0,9,4280,220.0,0,2,1.0,4,88750
763,RL,1987.0,5.0,5,10800,0.0,0,3,3.0,5,179000
764,RL,1987.0,,5,10800,0.0,0,3,3.0,5,179000
765,RL,1978.0,5.0,5,10547,252.0,0,2,,6,159900
766,RL,1922.0,,1,10020,0.0,0,1,0.0,4,61000
767,RH,1925.0,6.0,6,6629,300.0,0,3,2.0,6,103600
768,RL,1934.0,5.0,3,9780,226.0,0,4,2.0,6,63000
769,RL,1963.0,5.0,6,12886,480.0,0,3,2.0,6,175000
770,RL,1963.0,5.0,6,8816,480.0,0,3,1.0,5,139000
771,RL,1978.0,6.0,5,11184,440.0,0,3,2.0,7,172500
772,RL,1967.0,5.0,6,11625,668.0,0,3,1.0,6,113500
773,RL,1967.0,5.0,7,7800,288.0,0,3,1.0,5,130000
774,RL,1978.0,6.0,5,8014,504.0,0,3,1.0,5,149900
775,RL,1982.0,5.0,5,7252,576.0,0,2,1.0,5,134900
776,RL,1982.0,5.0,6,8740,528.0,0,2,1.0,4,137000
777,RL,1962.0,5.0,5,11616,288.0,0,3,1.0,6,139000
778,RL,1961.0,5.0,5,15400,384.0,0,4,2.0,8,165000
779,RL,1960.0,6.0,5,15312,480.0,0,3,1.0,6,148000
780,RL,1956.0,5.0,5,15584,336.0,0,4,1.0,9,165000
781,RL,1947.0,2.0,2,9000,0.0,0,2,1.0,5,63900
782,RL,1957.0,4.0,5,11250,304.0,0,5,1.0,8,161500
783,RL,1968.0,5.0,8,25095,452.0,0,1,1.0,5,143000
784,RL,1956.0,4.0,6,17140,284.0,0,3,1.0,6,135000
785,RL,1940.0,4.0,5,12342,539.0,0,1,1.0,4,82500
786,RL,1955.0,5.0,5,10708,303.0,0,2,1.0,7,190000
